,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,churn_month,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,payment_type_id,monthly_charges,total_charges,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
659,0963-ZBDRN,Male,0,No,No,32,Yes,No,2,No,No,No,Yes,Yes,Yes,1,Yes,1,96.2,3183.4,Yes,2022-01-31,1,Yes,Male,0,No,No,1,96.2,3183.4,2019-05-21 18:07:34,Yes,No,2,No,No,No,Yes,Yes,Yes
660,0967-BMLBD,Female,0,Yes,Yes,11,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,20.0,196.35,No,,2,Yes,Female,0,Yes,Yes,2,20.0,196.35,2021-02-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
661,0968-GSIKN,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,2,70.8,70.8,Yes,2022-01-31,1,Yes,Female,0,No,No,2,70.8,70.8,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
662,0969-RGKCU,Male,0,Yes,Yes,37,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,19.8,677.05,No,,2,No,Male,0,Yes,Yes,4,19.8,677.05,2018-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
663,0970-ETWGE,Male,0,No,No,1,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,1,89.55,89.55,Yes,2022-01-31,1,Yes,Male,0,No,No,1,89.55,89.55,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,Yes,Yes
664,0970-QXPXW,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.65,19.65,No,,1,No,Female,0,No,No,2,19.65,19.65,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
665,0971-QIFJK,Female,0,Yes,No,69,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,3,24.25,1641.8,No,,3,No,Female,0,Yes,No,3,24.25,1641.8,2016-04-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
666,0973-KYVNF,Female,0,Yes,Yes,72,Yes,No,1,Yes,Yes,Yes,No,Yes,No,3,Yes,4,70.65,5011.15,No,,3,Yes,Female,0,Yes,Yes,4,70.65,5011.15,2016-01-21 18:07:34,Yes,No,1,Yes,Yes,Yes,No,Yes,No
667,0975-UYDTX,Female,0,Yes,No,26,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,4,90.1,2312.55,No,,2,Yes,Female,0,Yes,No,4,90.1,2312.55,2019-11-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
668,0975-VOOVL,Female,0,No,No,3,No,No phone service,1,No,Yes,No,No,No,No,1,No,2,29.2,98.5,No,,1,No,Female,0,No,No,2,29.2,98.5,2021-10-21 18:07:34,No,No phone service,1,No,Yes,No,No,No,No
669,0979-MOZQI,Male,0,Yes,No,62,No,No phone service,1,No,No,No,Yes,Yes,No,3,Yes,3,39.0,2337.45,No,,3,Yes,Male,0,Yes,No,3,39.0,2337.45,2016-11-21 18:07:34,No,No phone service,1,No,No,No,Yes,Yes,No
670,0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,4,99.45,7007.6,Yes,2022-01-31,1,Yes,Male,0,Yes,Yes,4,99.45,7007.6,2016-04-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
671,0980-FEXWF,Male,0,Yes,Yes,26,Yes,No,1,No,No,Yes,No,No,No,2,No,2,50.35,1285.8,No,,2,No,Male,0,Yes,Yes,2,50.35,1285.8,2019-11-21 18:07:34,Yes,No,1,No,No,Yes,No,No,No
672,0980-PVMRC,Female,0,Yes,Yes,40,No,No phone service,1,No,Yes,No,No,Yes,Yes,1,Yes,1,50.85,2036.55,No,,1,Yes,Female,0,Yes,Yes,1,50.85,2036.55,2018-09-21 18:07:34,No,No phone service,1,No,Yes,No,No,Yes,Yes
673,0983-TATYJ,Female,0,Yes,No,33,Yes,No,1,No,No,No,Yes,No,No,2,Yes,2,51.45,1758.9,No,,2,Yes,Female,0,Yes,No,2,51.45,1758.9,2019-04-21 18:07:34,Yes,No,1,No,No,No,Yes,No,No
674,0988-AADSA,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,3,No,3,80.85,5824.75,No,,3,No,Female,0,Yes,Yes,3,80.85,5824.75,2016-01-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes
675,0988-JRWWP,Female,0,No,No,3,Yes,No,1,No,No,No,No,Yes,No,1,Yes,1,54.2,140.4,No,,1,Yes,Female,0,No,No,1,54.2,140.4,2021-10-21 18:07:34,Yes,No,1,No,No,No,No,Yes,No
676,0991-BRRFB,Male,0,No,No,18,Yes,No,1,Yes,No,No,No,No,No,1,No,1,49.4,874.8,Yes,2022-01-31,1,No,Male,0,No,No,1,49.4,874.8,2020-07-21 18:07:34,Yes,No,1,Yes,No,No,No,No,No
677,0993-OSGPT,Female,1,Yes,No,68,Yes,No,1,No,Yes,Yes,Yes,No,No,2,Yes,3,60.65,3975.9,No,,2,Yes,Female,1,Yes,No,3,60.65,3975.9,2016-05-21 18:07:34,Yes,No,1,No,Yes,Yes,Yes,No,No
678,0997-YTLNY,Female,0,No,Yes,19,Yes,No,1,No,No,No,Yes,No,No,1,No,2,48.8,953.65,No,,1,No,Female,0,No,Yes,2,48.8,953.65,2020-06-21 18:07:34,Yes,No,1,No,No,No,Yes,No,No
679,0999-QXNSA,Male,1,No,Yes,7,Yes,No,1,No,No,No,No,No,No,1,Yes,2,45.75,344.2,No,,1,Yes,Male,1,No,Yes,2,45.75,344.2,2021-06-21 18:07:34,Yes,No,1,No,No,No,No,No,No
680,1000-AJSLD,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.1,20.1,Yes,2022-01-31,1,Yes,Male,0,No,No,2,20.1,20.1,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
681,1004-NOZNR,Male,1,No,Yes,56,Yes,No,2,Yes,No,No,No,Yes,Yes,2,No,4,94.8,5264.3,No,,2,No,Male,1,No,Yes,4,94.8,5264.3,2017-05-21 18:07:34,Yes,No,2,Yes,No,No,No,Yes,Yes
682,1009-IRMNA,Female,0,No,No,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,20.0,137.6,Yes,2022-01-31,1,No,Female,0,No,No,3,20.0,137.6,2021-06-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
683,1010-DIAUQ,Male,0,No,No,5,Yes,No,2,No,No,Yes,No,Yes,Yes,1,No,3,96.5,492.55,Yes,2022-01-31,1,No,Male,0,No,No,3,96.5,492.55,2021-08-21 18:07:34,Yes,No,2,No,No,Yes,No,Yes,Yes
684,1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,100.8,6690.75,No,,1,Yes,Female,1,Yes,No,1,100.8,6690.75,2016-07-21 18:07:34,Yes,Yes,2,No,Yes,No,No,Yes,Yes
685,1015-JPFYW,Male,0,No,Yes,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.45,136.75,No,,2,No,Male,0,No,Yes,2,19.45,136.75,2021-06-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
686,1015-OWJKI,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.05,19.05,No,,1,No,Male,0,No,No,2,19.05,19.05,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
687,1016-DJTSV,Male,1,No,No,8,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.7,572.85,No,,1,Yes,Male,1,No,No,1,69.7,572.85,2021-05-21 18:07:34,Yes,No,2,No,No,No,No,No,No
688,1017-FBQMM,Female,0,Yes,Yes,62,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2,Yes,4,106.05,6703.5,No,,2,Yes,Female,0,Yes,Yes,4,106.05,6703.5,2016-11-21 18:07:34,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes
689,1020-JPQOW,Female,0,Yes,No,56,Yes,Yes,2,No,Yes,Yes,Yes,No,No,1,No,1,90.55,5116.6,No,,1,No,Female,0,Yes,No,1,90.55,5116.6,2017-05-21 18:07:34,Yes,Yes,2,No,Yes,Yes,Yes,No,No
690,1022-RKXDR,Female,0,No,No,41,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,24.85,962.25,No,,2,Yes,Female,0,No,No,2,24.85,962.25,2018-08-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
691,1023-BQXZE,Male,0,No,No,57,Yes,No,1,Yes,No,Yes,No,Yes,Yes,3,Yes,3,74.35,4317.35,No,,3,Yes,Male,0,No,No,3,74.35,4317.35,2017-04-21 18:07:34,Yes,No,1,Yes,No,Yes,No,Yes,Yes
692,1024-GUALD,Female,0,Yes,No,1,No,No phone service,1,No,No,No,No,No,No,1,Yes,1,24.8,24.8,Yes,2022-01-31,1,Yes,Female,0,Yes,No,1,24.8,24.8,2021-12-21 18:07:34,No,No phone service,1,No,No,No,No,No,No
693,1024-KPRBB,Female,0,No,No,38,Yes,No,2,No,No,No,No,Yes,Yes,2,Yes,2,89.1,3342,No,,2,Yes,Female,0,No,No,2,89.1,3342,2018-11-21 18:07:34,Yes,No,2,No,No,No,No,Yes,Yes
694,1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.95,825.7,Yes,2022-01-31,1,Yes,Male,0,Yes,No,1,74.95,825.7,2021-02-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
695,1025-FALIX,Female,0,No,No,26,Yes,No,2,No,No,No,No,No,No,1,Yes,4,69.05,1815.65,No,,1,Yes,Female,0,No,No,4,69.05,1815.65,2019-11-21 18:07:34,Yes,No,2,No,No,No,No,No,No
696,1027-LKKQQ,Female,0,Yes,Yes,72,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,3,Yes,3,80.45,5886.85,No,,3,Yes,Female,0,Yes,Yes,3,80.45,5886.85,2016-01-21 18:07:34,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes
697,1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,Yes,1,101.5,2917.65,No,,1,Yes,Male,1,Yes,No,1,101.5,2917.65,2019-07-21 18:07:34,Yes,Yes,2,No,No,No,Yes,Yes,Yes
698,1029-QFBEN,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.55,19.55,Yes,2022-01-31,1,No,Male,0,No,No,2,19.55,19.55,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
699,1031-IIDEO,Female,0,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.85,70.85,Yes,2022-01-31,1,Yes,Female,0,No,No,1,70.85,70.85,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
700,1032-MAELW,Female,0,Yes,Yes,68,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,2,Yes,1,78.45,5333.35,No,,2,Yes,Female,0,Yes,Yes,1,78.45,5333.35,2016-05-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes
701,1035-IPQPU,Female,1,Yes,No,63,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,103.5,6479.4,No,,1,Yes,Female,1,Yes,No,1,103.5,6479.4,2016-10-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
702,1036-GUDCL,Male,0,Yes,Yes,60,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,1,Yes,4,79.05,4663.4,No,,1,Yes,Male,0,Yes,Yes,4,79.05,4663.4,2017-01-21 18:07:34,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes
703,1038-RQOST,Male,0,Yes,Yes,19,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.6,414.95,No,,1,No,Male,0,Yes,Yes,2,20.6,414.95,2020-06-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
704,1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,19.8,229.6,Yes,2022-01-31,2,No,Female,0,Yes,Yes,3,19.8,229.6,2021-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
705,1041-RXHRA,Female,0,No,No,41,Yes,No,2,No,No,No,No,No,No,1,No,3,70.25,2868.05,Yes,2022-01-31,1,No,Female,0,No,No,3,70.25,2868.05,2018-08-21 18:07:34,Yes,No,2,No,No,No,No,No,No
706,1042-HFUCW,Female,0,No,Yes,25,Yes,No,1,No,Yes,No,Yes,No,No,2,Yes,4,54.75,1266.35,No,,2,Yes,Female,0,No,Yes,4,54.75,1266.35,2019-12-21 18:07:34,Yes,No,1,No,Yes,No,Yes,No,No
707,1043-UXOVO,Female,0,No,No,71,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,113.15,7993.3,No,,3,Yes,Female,0,No,No,4,113.15,7993.3,2016-02-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
708,1043-YCUTE,Male,0,Yes,No,56,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,4,25.15,1327.15,Yes,2022-01-31,3,Yes,Male,0,Yes,No,4,25.15,1327.15,2017-05-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
709,1045-LTCYT,Female,0,Yes,Yes,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,21.05,139.75,No,,1,No,Female,0,Yes,Yes,4,21.05,139.75,2021-05-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
710,1047-NNCBF,Male,0,No,No,20,Yes,No,2,No,No,No,No,No,No,1,No,4,70.55,1493.55,No,,1,No,Male,0,No,No,4,70.55,1493.55,2020-05-21 18:07:34,Yes,No,2,No,No,No,No,No,No
711,1047-RNXZV,Male,0,No,No,43,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,2,19.55,876.15,No,,3,No,Male,0,No,No,2,19.55,876.15,2018-06-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
712,1049-FYSYG,Female,0,Yes,No,17,No,No phone service,1,No,Yes,Yes,No,No,No,1,Yes,4,35.65,646.05,No,,1,Yes,Female,0,Yes,No,4,35.65,646.05,2020-08-21 18:07:34,No,No phone service,1,No,Yes,Yes,No,No,No
713,1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.6,780.25,No,,1,No,Female,0,Yes,Yes,2,19.6,780.25,2018-05-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
714,1051-GEJLJ,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.5,27.55,No,,1,No,Female,0,No,No,2,19.5,27.55,2021-11-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
715,1052-QJIBV,Female,0,Yes,Yes,71,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,4,19.9,1397.3,No,,3,No,Female,0,Yes,Yes,4,19.9,1397.3,2016-02-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
716,1053-MXTTK,Female,0,Yes,Yes,72,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,3,108.65,7726.35,No,,3,Yes,Female,0,Yes,Yes,3,108.65,7726.35,2016-01-21 18:07:34,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes
717,1057-FOGLZ,Female,0,No,No,18,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.65,391.7,No,,1,No,Female,0,No,No,2,19.65,391.7,2020-07-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
718,1060-ENTOF,Female,1,Yes,No,67,Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes,2,Yes,4,105.4,7035.6,No,,2,Yes,Female,1,Yes,No,4,105.4,7035.6,2016-06-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes
719,1061-PNTHC,Female,0,Yes,Yes,56,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,1,Yes,2,109.6,5953,No,,1,Yes,Female,0,Yes,Yes,2,109.6,5953,2017-05-21 18:07:34,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes
720,1062-LHZOD,Male,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,2,69.9,69.9,Yes,2022-01-31,1,Yes,Male,0,Yes,Yes,2,69.9,69.9,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
721,1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,2,No,Yes,No,Yes,Yes,No,3,Yes,2,92.15,6480.9,No,,3,Yes,Male,0,Yes,Yes,2,92.15,6480.9,2016-04-21 18:07:34,Yes,No,2,No,Yes,No,Yes,Yes,No
722,1064-FBXNK,Male,0,Yes,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,19.85,19.85,No,,2,No,Male,0,Yes,Yes,4,19.85,19.85,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
723,1066-JKSGK,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.15,20.15,Yes,2022-01-31,1,No,Male,0,No,No,2,20.15,20.15,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
724,1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,19.9,505.45,No,,2,No,Male,0,Yes,Yes,1,19.9,505.45,2019-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
725,1069-XAIEM,Female,1,No,No,1,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,1,85.05,85.05,Yes,2022-01-31,1,Yes,Female,1,No,No,1,85.05,85.05,2021-12-21 18:07:34,Yes,Yes,2,No,No,No,No,No,Yes
726,1073-XXCZD,Male,0,Yes,No,55,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,3,25.7,1443.65,No,,3,No,Male,0,Yes,No,3,25.7,1443.65,2017-06-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
727,1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,3,108.25,5935.1,No,,1,Yes,Female,0,Yes,Yes,3,108.25,5935.1,2017-08-21 18:07:34,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes
728,1074-WVEVG,Female,0,Yes,No,59,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.35,1267,No,,2,No,Female,0,Yes,No,2,20.35,1267,2017-02-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
729,1075-BGWOH,Male,1,Yes,No,16,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,98.75,1587.55,Yes,2022-01-31,1,Yes,Male,1,Yes,No,1,98.75,1587.55,2020-09-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
730,1077-HUUJM,Female,0,No,Yes,7,Yes,No,2,No,No,No,No,No,No,1,Yes,1,71.05,472.65,No,,1,Yes,Female,0,No,Yes,1,71.05,472.65,2021-06-21 18:07:34,Yes,No,2,No,No,No,No,No,No
731,1078-TDCRN,Female,1,Yes,No,3,No,No phone service,1,No,Yes,No,No,No,No,1,Yes,1,30.75,82.85,No,,1,Yes,Female,1,Yes,No,1,30.75,82.85,2021-10-21 18:07:34,No,No phone service,1,No,Yes,No,No,No,No
732,1080-BWSYE,Male,1,Yes,No,64,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,4,25.65,1740.8,No,,3,No,Male,1,Yes,No,4,25.65,1740.8,2016-09-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
733,1084-MNSMJ,Female,0,Yes,Yes,51,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,85.5,4421.95,No,,3,No,Female,0,Yes,Yes,4,85.5,4421.95,2017-10-21 18:07:34,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes
734,1084-UQCHV,Male,0,No,Yes,1,Yes,No,2,No,No,No,No,No,No,1,No,3,69.75,69.75,Yes,2022-01-31,1,No,Male,0,No,Yes,3,69.75,69.75,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
735,1085-LDWAM,Female,0,Yes,Yes,69,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4,20.35,1442.65,No,,2,Yes,Female,0,Yes,Yes,4,20.35,1442.65,2016-04-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
736,1228-FZFRV,Male,0,Yes,Yes,50,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,No,4,105.95,5341.8,Yes,2022-01-31,1,No,Male,0,Yes,Yes,4,105.95,5341.8,2017-11-21 18:07:34,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes
737,1265-XTECC,Female,1,Yes,No,68,Yes,Yes,2,Yes,Yes,No,No,No,Yes,2,Yes,4,96.55,6581.9,Yes,2022-01-31,2,Yes,Female,1,Yes,No,4,96.55,6581.9,2016-05-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,No,Yes
738,2030-BTZRO,Male,0,Yes,Yes,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,4,20.4,107.6,No,,3,Yes,Male,0,Yes,Yes,4,20.4,107.6,2021-07-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
739,2616-UUTFK,Male,0,Yes,No,33,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No,1,Yes,3,72.75,2447.45,No,,1,Yes,Male,0,Yes,No,3,72.75,2447.45,2019-04-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No
740,3014-WJKSM,Male,0,Yes,No,29,Yes,No,2,No,No,Yes,No,No,No,1,Yes,4,75.3,2263.4,No,,1,Yes,Male,0,Yes,No,4,75.3,2263.4,2019-08-21 18:07:34,Yes,No,2,No,No,Yes,No,No,No
741,3254-YRILK,Male,1,No,No,19,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,1,88.2,1775.8,Yes,2022-01-31,1,Yes,Male,1,No,No,1,88.2,1775.8,2020-06-21 18:07:34,Yes,Yes,2,No,Yes,No,No,Yes,No
742,3278-FSIXX,Female,0,No,No,2,Yes,No,1,No,No,No,No,No,No,1,Yes,2,45.25,74.2,No,,1,Yes,Female,0,No,No,2,45.25,74.2,2021-11-21 18:07:34,Yes,No,1,No,No,No,No,No,No
743,3393-FMZPV,Female,0,No,No,25,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,100.25,2387.75,Yes,2022-01-31,1,Yes,Female,0,No,No,1,100.25,2387.75,2019-12-21 18:07:34,Yes,Yes,2,No,Yes,No,No,Yes,Yes
744,3496-LFSZU,Male,0,Yes,No,4,Yes,No,2,No,No,No,No,No,No,1,No,1,70.5,294.2,No,,1,No,Male,0,Yes,No,1,70.5,294.2,2021-09-21 18:07:34,Yes,No,2,No,No,No,No,No,No
745,3656-TKRVZ,Female,0,No,No,3,Yes,No,1,Yes,Yes,No,No,No,No,1,No,1,55.35,165.2,Yes,2022-01-31,1,No,Female,0,No,No,1,55.35,165.2,2021-10-21 18:07:34,Yes,No,1,Yes,Yes,No,No,No,No
746,4060-LDNLU,Male,0,No,No,7,Yes,Yes,2,No,No,No,No,Yes,Yes,1,No,1,96.2,639.7,No,,1,No,Male,0,No,No,1,96.2,639.7,2021-06-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,Yes
747,4102-OQUPX,Male,1,Yes,No,1,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.4,74.4,Yes,2022-01-31,1,Yes,Male,1,Yes,No,1,74.4,74.4,2021-12-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
748,4256-ZWTZI,Female,0,No,Yes,5,Yes,No,1,No,No,No,Yes,No,No,1,Yes,2,51.0,286.8,No,,1,Yes,Female,0,No,Yes,2,51.0,286.8,2021-08-21 18:07:34,Yes,No,1,No,No,No,Yes,No,No
749,4282-ACRXS,Male,1,Yes,No,38,No,No phone service,1,No,No,No,No,No,No,1,Yes,1,24.85,955.75,No,,1,Yes,Male,1,Yes,No,1,24.85,955.75,2018-11-21 18:07:34,No,No phone service,1,No,No,No,No,No,No
750,4404-HIBDJ,Female,0,No,No,25,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,2,No,2,74.3,1863.8,Yes,2022-01-31,2,No,Female,0,No,No,2,74.3,1863.8,2019-12-21 18:07:34,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No
751,4581-LNWUM,Female,0,No,No,13,No,No phone service,1,No,No,Yes,No,Yes,Yes,1,No,1,49.15,649.4,No,,1,No,Female,0,No,No,1,49.15,649.4,2020-12-21 18:07:34,No,No phone service,1,No,No,Yes,No,Yes,Yes
752,4690-PKDQG,Female,1,Yes,No,42,Yes,Yes,2,No,Yes,Yes,No,Yes,No,1,Yes,1,95.55,3930.6,No,,1,Yes,Female,1,Yes,No,1,95.55,3930.6,2018-07-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,No
753,4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,2,No,No,Yes,No,Yes,Yes,3,No,3,99.7,4634.35,No,,3,No,Male,0,No,Yes,3,99.7,4634.35,2018-04-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
754,4872-VXRIL,Male,0,No,No,56,Yes,Yes,1,Yes,Yes,No,Yes,No,No,2,Yes,3,64.65,3665.55,No,,2,Yes,Male,0,No,No,3,64.65,3665.55,2017-05-21 18:07:34,Yes,Yes,1,Yes,Yes,No,Yes,No,No
